japanese,english
切り出す,break the ice
北総,KitaSo
国主,Kokushu
応戦,Fight back
性器,genital
文楽,Japanese puppet theater
エグゼクティブ,Executive
エミリア,Emilia
グレゴリー,Gregory
ビザンツ,Byzantine
ブレーン,Brain
ピエロ,clown
ブルワーズ,Brewers
スリム,slim
スーパーフライ,Super Fly
弱まる,Weaken
御家,House
恵美,Emi
摘む,Pluck
一同,Everyone
一直線,straight line
享受,Enjoy
分流,Split flow
土田,Tsuchida
多方面,Many quarters
安易,Easy
完済,Full payment
防弾,Bulletproof
貴州,Guizhou
シェリー,Sherry
インタラクティブ,Interactive
クレー,clay
エイドリアン,Adrian
スパイス,spices
奈美,Nami
可愛がる,Be fond of
地底,Underground
マーチン,Martin
軽傷,Minor injury
陰茎,penis
素質,Quality
神格,Deity
申込,application
盲目,Blindness
春樹,Haruki
模写,Replication
欲求,desire
変容,Transformation
全治,Complete recovery
シリウス,Sirius
インディペンデント,Independent
トゥール,Tours
ネーミング,naming
今泉,Imaizumi
劣悪,Poor
緑化,Greening
老齢,Senility
貯める,Save
領邦,RyoKuni
香織,Kaori
そごう,Sogo
まあ,Oh dear
協約,Agreement
世宗,Sejong
掲揚,Hoist
姓名,Full name
楽部,Easy part
河童,Kappa
ソ連邦,The Soviet Union
金持ち,Rich man
私塾,private school
総帥,Leader
脱獄,prison Break
田尻,Tajiri
満月,full moon
苦難,Tribulation
討議,Discussion
軟禁,Under house arrest
決選,Runoff
寺島,Terashima
恒常,Constancy
サリバン,Sullivan
ダイアナ,Diana
マーカス,Marcus
パーシー,Percy
幻覚,Hallucination
投機,Speculation
救護,Aid
ヴァイキング,Vikings
坂道,Hill
山北,Yamakita
ユリア,urea
語句,phrase
湧出,Seeps
減税,Tax reduction
睨む,Glare
訛る,speak with an accent
電卓,calculator
飛地,Enclave
聖戦,Holy war
付記,Note
散発,sporadic
段落,The paragraph
別種,Another kind
チョコ,chocolate
シュガー,sugar
クルス,Cruz
イニシャル,initial
ウィリス,Willis
刺殺,Stabbing to death
咎める,blame
住まい,House
店名,Store name
撲滅,Extermination
電光,Lightning
ミカ,Mika
征討,Seito
捩じる,Twist
合気道,Aikido
喰う,Eat
不純,Impurity
主管,Supervision
インディオ,Indio
おしゃれ,Fashionable
過当,excessive
角栄,Kakuei
甘粛,Gansu
弁護人,Counsel
後妻,second wife
政経,Politics and economics
ルキウス,Lucius
ローマン,Roman
ユーリ,Yuri
ランドルフ,Randolph
まちまち,Mixed
オデッサ,Odessa
オイラー,Euler
深部,Deep
藤川,Fujikawa
陰に,To shadow
陳情,Petition
羅氈,Ra氈
芦田,Ashida
ポンペイウス,Pompey
ホルム,Holm
リアリズム,realism
借入,Borrowing
徳永,Tokunaga
利する,To benefit
宣下,Senge
永楽,Yongle
正和,Masakazu
氷川,Hikawa
決起,Uprising
平尾,Hirao
年月日,date
新疆,Xinjiang
自刃,Own blade
ザンビア,Zambia
ハノイ,Hanoi
パスカル,Pascal
ボレスワフ,Boleslaw
トレンド,trend
ディナー,dinner
糸満,Itoman
遊覧,Pleasure
永世,Eternity
勧進,Temple solicitation
在留,Stay
ジュネーブ,Geneva
カウンセラー,counselor
オリンパス,Olympus
スキン,skin
クロスネット,Cross-net
羽島,Hashima
自ら,Personally
洲本,Sumoto
ピアース,Pierce
ペトロ,Petro
堅固,Firm
不平等,inequality
久野,Kuno
欠かす,Miss
河辺,Kawabe
小豆,Red beans
尾鰭,Caudal fin
形而上,metaphysical
捩じれる,Twists
リヒテンシュタイン,Liechtenstein
乱獲,overfishing
内川,Uchikawa
海防艦,Kaibōkan
道立,Prefectural
閉山,Mine closure
降臨,Advent
ささき,Sasaki
アミール,Amir
マーリンズ,Marlins
スペシャリスト,Specialist
フィット,fit
フィーバー,Fever
フェルミ,Fermi
マタイ,Matthew
ホーガン,Hogan
バリア,barrier
綾子,Ayako
織り交ぜる,Interweave
耐熱,Heat-resisting
幻影,illusion
残念,Regret
イザベラ,Isabella
カウル,Cowl
紙上,Paper
美香,Mika
背く,Disobey
鉄骨,Steel frame
陸戦隊,Land battle Corps
高杉,Takasugi
牧畜,Animal Husbandry
チキン,chicken
トランジット,Transit
トリエステ,Trieste
柔,Soft
気質,temperament
水口,Mizuguchi
与謝野,Yosano
乱立,Flood
冷やす,cool
宿る,Dwell
大杉,Osugi
宮城野,Miyagino
中条,Nakajo
内モンゴル,Inner Mongolia
ヴィルヌーヴ,Villeneuve
分遣隊,Detachments
図式,Scheme
異種,Different
相殺,Offset
鋸歯,Saw tooth
除雪,Snow removal
砒素,arsenic
荒い,rough
葉柄,Petiole
袴,Hakama
カールトン,Carlton
シュテファン,St. Stephen's
ジャーマン,German
アンティオキア,Antioch
そうして,Then
趣向,Idea
白根,Shirane
怪しい,suspicious
ニュアンス,Nuance
ネクタイ,tie
パトロン,patron
ヒラリー,Hillary
流線型,Streamlined
胡桃,walnut
シーケンス,sequence
エントロピー,Entropy
キーボーディスト,Keyboardist
変圧器,Transformer
嵩,The bulk
初夏,early summer
周知,Well-known
初速,Initial velocity
意気投合,Rapport
乗り切る,Weather
倭国,Wa
早急,Urgent
束縛,Shackles
桃色,Pink color
殺し屋,Assassin
天童,Tendo
小森,Komori
レスリー,Leslie
確証,Corroborated
船尾,Poop
送球,Throwing
グランパス,Grampus
アンス,Anse
アサルト,Assault
ウォッチ,watch
休眠,Dormant
別居,Separation
実話,true story
就労,Employment
パント,Punt
ドロシー,Dorothy
ポーク,pork
ミイラ,mummy
鯛,Red snapper
長沙,Changsha
頸部,neck
語幹,stem
経度,longitude
異変,Accident
政敵,Political opponent
新進,Up-and-coming
切り開く,Carve out
千田,Senda
古書,Old book
松野,Matsuno
サティ,Satie
アクト,Act
オールバニ,Albany
ミランダ,Miranda
バント,Bunt
フラップ,flap
タンパベイ,Tampa Bay
暗黙,implicit
暮れる,Get dark
東条,Tojo
歓喜,Delight
太古,Ancient times
人気者,popular person
唐辛子,Red pepper
困惑,Bewilderment
国元,Kunimoto
在校,Zaiko
情緒,Emotion
磐城,Iwaki
秀一,Shuichi
純血,Pure-bred
アレキサンダー,Alexander
ようこ,Yoko
とある,a
オーソドックス,orthodox
ジャンク,junk
ジュリー,Jury
コング,Kong
徳田,Tokuda
正信,Masanobu
回折,diffraction
代入,Substitution
供出,Let out
モータリゼーション,motorization
ランチア,Lancia
ハマー,Hummer
フロート,float
英樹,Hideki
研二,Kenji
翻案,adaptation
胃腸,Stomach
芸者,geisha
走れる,It can run
遮蔽,Screen
留萌,Rumoi
疑わしい,I doubt it
接待,Reception
断行,Carrying out
小競り合い,skirmish
帰京,Bellflower
河川敷,River bed
河本,Kawamoto
プリン,Pudding
トロイア,Troy
ピック,pick
能動,active
音羽,Otowa
風雲,Fengyun
資生堂,Shiseido
東ティモール,East Timor
弔う,mourn
思春期,puberty
ヨークシャー,Yorkshire
大沼,Onuma
半額,half
取締り,control
弗素,fluorine
徴税,Tax collection
悪質,Malicious
憂慮,Concern
控除,Deduction
ローブ,Robe
ヴェローナ,Verona
桝,Masuichi
宣統,SenMitsuru
小鳥,Small bird
居館,Kyokan
山門,Temple gate
平年,Normal year
下川,Shimokawa
竹原,Takehara
直木賞,Naoki
革命党,Revolutionary Party
高村,Takamura
陥れる,Ensnare
編み出す,Devise
浪曲,Rokyoku
ブレイ,Bray
ダマスカス,Damascus
ドリームキャスト,Dreamcast
ガードナー,Gardner
ほうる,Horu
エマーソン,Emerson
スパーズ,Spurs
同棲,Cohabitation
弓道,Japanese archery
憎む,hate
戦地,Battleground
モラヴィア,Moravia
化身,incarnation
吹き飛ばす,blow off
ロワイヤル,Royale
揚力,Lift force
揚水,Pumping water
摂食,Eating
文系,Humanities
旗手,Standard-bearer
来襲,Attack
岸本,Kishimoto
ナント,Nantes
液化,Liquefaction
軒並み,Row of houses
艦載艇,Shipboard boat
まゆみ,Mayumi
エマニュエル,Emmanuel
ようこそ,Welcome
ビーズ,beads
フレイザー,Fraser
ミリオンセラー,Million seller
ディーノ,Dino
ハロウィン,Halloween
取り付く,Cling
樹皮,bark
レザー,leather
床面積,floor space
度数,frequency
心得る,Have thorough knowledge
恭子,Kyoko
算定,Calculation
餓狼,Hungry wolf
製粉,milling
製糖,Sugar manufacture
遼東,Liaodong
融和,Conciliatory
誓約,Pledge
遙か,Far
絨毯,carpet
パドヴァ,Padua
ベルンハルト,Bernhard
ども,Domo
サブユニット,Sub-unit
オイ,Oy
摂氏,Celsius
両目,Both eyes
両足,Both feet
低調,Sluggish
坪井,Tsuboi
植樹,Tree planting
氷上,On ice
東村山,Higashimurayama
正博,Masahiro
正樹,Masaki
外様,Outsider
大浦,Oura
一回り,Round
両替,Currency exchange
優越,Supremacy
蘭学,Dutch studies
温水,Warm water
野営,Camp
こういう,Such
ジャネット,Janet
ジュピター,Jupiter
サタン,Satan
オクターブ,octave
シャワー,shower
アトレティコ,Atletico
晶子,Akiko
料亭,restaurant
南アルプス,Minami Alps
ビジャ,Villa
フォールズ,Falls
郡司,Gunji
鋼管,Steel pipe
隆一,Ryuichi
遊女,Prostitute
疑念,Doubt
病棟,ward
田沼,Tanuma
血糖,Blood sugar
読みで,Polarimetric reading
選別,Selection
不遇,Misfortune
憎悪,hatred
常滑,Tokoname
インテリジェンス,Intelligence
シレジア,Silesia
ピザ,pizza
マンセル,Munsell
ビッグバン,big Bang
巻き返す,Rewound
受難,Passion
吉永,Yoshinaga
モデム,modem
引っ掛ける,hook
銀杏,ginkgo
鳶,Kite
神職,Priest
笠岡,Kasaoka
コーンウォール,Cornwall
ゲイツ,Gates
なあ,I
コンペ,competition
エクリプス,Eclipse
南九州,Minami Kyushu
失意,Disappointment
未解決,unsolved
正二位,A positive second place
一人一人,One by one
低空,Low altitude
バイオハザード,Resident Evil
チャージャー,Charger
鳥海,Toriumi
黒竜江,Heilongjiang
蜜柑,Mandarin
見捨てる,Abandon
軽度,Mild
量子化,Quantization
艤装,Rigging
物部,Mononobe
主事,Director
手袋,gloves
半月,Half-moon
ラファエロ,Raphael
機数,Machine number
気管支,Bronchial tube
決壊,Outburst
ウェッバー,Webber
ジャージー,Jersey
ともかく,anyway
まい,My
フェン,Fen
ニコン,Nikon
校章,School badge
武勇,Bravery
段差,Step
広田,Hirota
建て直す,Shoring up
払拭,wiping
好機,Good opportunity
干支,Zodiac
両性,Both sexes
係争,Dispute
ワイヤレス,wireless
ヴィシー,Vichy
南雲,Nagumo
洗剤,detergent
留任,Ryunin
貧血,anemia
絞める,Strangle
義久,Yoshihisa
発病,Attack
高輪,Takanawa
布袋,Cloth bags
帰途,Returning
後ろ向き,Retrospective
ラモン,Ramon
付帯,incidental
フジテレビジョン,"Fuji Television Network, Inc."
つなぎ,Tie
アサヒ,Asahi
スネーク,snake
ゆうこ,Yuko
余所,Another place
俊夫,Toshio
傍受,Interception
平滑,smooth
東京放送,Tokyo Broadcasting System
板野,Itano
モリソン,Morrison
突き付ける,Thrust before
トリポリ,Tripoli
デイル,Dale
増補,Augmented
不本意,Unwilling
仕入れる,Procure
割と,And split
名曲,Masterpieces
国見,Kunimi
最少,Least
ロジック,logic
カルヴァン,Calvin
示威,Demonstration
福本,Fukumoto
節目,Milestone
脆い,brittle
獲る,obtain
省三,Shozo
谷中,Yanaka
逃がす,Escape
釣り合う,balance
相川,Aikawa
三洋電機,Sanyo
他なる,Other made
ラバー,rubber
売上げ,Sales
大雪,heavy snow
宮地,Miyaji
旧作,Old publication
沸点,boiling point
愛読,Read with pleasure
プリペイド,pre-paid
カルボニル,Carbonyl
ひいては,Thus
アウェイ,Away
ゲシュタポ,Gestapo
ジェシカ,Jessica
コースター,coaster
サンガ,Sanga
オーブ,Orb
ガイドブック,Guidebook
文壇,Literary world
ワープロ,word processor
安西,Anzai
実例,Illustration
岩盤,bedrock
荏原,Ebara
解約,Cancellation
竪穴,pit
フレンズ,Friends
マフラー,Scarf
手解き,Tehodoki
敵陣,Opponent
両腕,Both arms
先物,futures
ロレンソ,Lorenzo
印章,stamp
オメガ,omega
サムスン,Samsung
金髪,Blond hair
食道,esophagus
農道,Farm road
渡邉,Watanabe
港北,Kohoku
義弟,Younger brother-in-law
花束,bouquet
剥がす,Peel off
匁,Momme
折から,Just then
学徒,student
富士宮,Fujinomiya
マリーナ,Marina
ピカソ,Picasso
ブーン,Boone
プロローグ,prologue
ソープ,soap
かるた,Karuta
アッシュ,Ash
アニマル,animal
山小屋,Mountain hut
左折,Left turn
悪霊,Evil spirit
想起,Recall
切替,switching
吊るす,Hanging
代議士,Member of a congress
日鐵,Nippon Steel
木管,Woodwind
杉原,Sugihara
見逃す,miss
重治,Shigeharu
理化,Rika
センチュリー,Century
ファサード,facade
ファイナンス,finance
プレーン,plane
トレイシー,Tracy
ナイアガラ,Niagara
末寺,branch temple
心情,Mentality
悼む,mourn
打ち合わせる,Knock together
抗菌,antibacterial
リコール,recall
大丸,Daimaru
安中,Annaka
宋代,Song Dynasty
レシーブ,receive
ロメオ,Romeo
アントウェルペン,Antwerp
カーチス,Curtis
ストーブ,Stove
速達,express
高貴,Royal
食い違う,Differ
蓄電池,Storage battery
表層,surface
比企,Hiki
戦意,Fight
打力,Batting power
娼婦,Prostitute
冊封,Sakufu
助役,Assistant official
ベルガー,Berger
フライブルク,Freiburg
ブレイド,Blade
ジプシー,Gypsy
サブカルチャー,sub culture
ばらつく,Varies
ほとり,The banks
カーボベルデ,Cape Verde
印象付ける,Impress
哈爾濱,Harbin
小幡,Obata
往時,Ancient time
莢,Pod
畳む,fold
盟約,Covenant
祖父母,Grandparent
税収,Revenue
フィヨルド,Fjord
ブランチ,branch
ディスコグラフィ,Discography
ドリー,dolly
弁済,Payment
弘道,Hiromichi
ユリシーズ,Ulysses
大奥,Shogun's harem
丹沢,Tanzawa
回遊,Excursion
地勢,Topography
ガレージ,garage
イコン,Icon
わし,"eagle, I"
クオリティ,quality
神祇,Jingi
舞曲,Dances
英治,Eiji
湖岸,Lake shore
特捜,Prosecutors
草地,Grassland
雅彦,Masahiko
金管,Brass instrument
高卒,High school graduate
温かい,warm
滞る,Stagnate
白木,Plain wood
結び目,knot
衛兵,Guard
道筋,Path
庖丁,Knife
ローゼン,Rosen
大手町,Otemachi
完治,Kanji
ミルトン,Milton
ヒルトン,Hilton
ジャカルタ,Jakarta
ウィルコム,WILLCOM
大金,Lot of money
平泉,Hiraizumi
庶流,庶流
揖斐川,Ibi
暴徒,Insurgent
出迎える,Meet
分権,Decentralization
リベンジ,Revenge
仙北,Semboku
詫びる,apologize
牟田,Muta
良一,Ryoichi
フェアリー,Fairy
プロボウル,Pro Bowl
ボウイ,Bowie
ティナ,Tina
毒物,Poison
好奇心,Curiosity
家出,Running away from home
年限,Term
往還,Highway
慣用,Customary
ユキ,Snow
制止,Restraint
割当,allocation
労務,labor
ウェポン,Weapon
美浜,Mihama
焼き肉,Grilled meat
勉学,study
坂出,Sakaide
好物,Favorite food
伊吹,Ibuki
ラファイエット,Lafayette
ペガサス,Pegasus
カウボーイ,cowboy
エレキ,Electric
木田,Kida
根絶,eradication
文雄,Fumio
発育,development
野良,Nora
金堂,Kondo
雪辱,revenge
致す,Itasu
ペイトリオッツ,Patriots
バレット,Barrett
ナルト,Naruto
テムズ,Thames
ファラオ,Pharaoh
フェデリコ,Federico
バウアー,Bauer
